#HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W43,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W43,UKG13182,England,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W43,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W43,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W43,UKN,Northern Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,BE,Belgium,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,DE,Germany,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,EU31_UKX,EU/EEA,10,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,UKG13182,England,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,UKM,Scotland,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W44,UKN,Northern Ireland,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,BE,Belgium,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,ES,Spain,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,EU31_UKX,EU/EEA,19,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,FR,France,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,HU,Hungary,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,NL,Netherlands,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,NO,Norway,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,UKG13182,England,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,UKL,Wales,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,UKM,Scotland,7,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W45,UKN,Northern Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,BE,Belgium,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,CZ,Czech Republic,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,DE,Germany,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,EE,Estonia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,ES,Spain,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,EU31_UKX,EU/EEA,38,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,FR,France,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,IE,Ireland,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,IT,Italy,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,NL,Netherlands,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,NO,Norway,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,SE,Sweden,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,UKG13182,England,10,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,UKM,Scotland,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W46,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,BE,Belgium,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,CZ,Czech Republic,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,DE,Germany,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,EU31_UKX,EU/EEA,66,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,FR,France,15,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,IE,Ireland,6,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,IT,Italy,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,NO,Norway,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,SE,Sweden,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,SI,Slovenia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,UKG13182,England,12,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,UKM,Scotland,16,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W47,UKN,Northern Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,CZ,Czech Republic,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,DE,Germany,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,ES,Spain,8,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,EU31_UKX,EU/EEA,62,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,FR,France,23,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,IE,Ireland,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,IT,Italy,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,LU,Luxembourg,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,NL,Netherlands,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,PT,Portugal,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,SE,Sweden,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,UKG13182,England,8,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,UKM,Scotland,7,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W48,UKN,Northern Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,BE,Belgium,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,BG,Bulgaria,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,DE,Germany,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,ES,Spain,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,EU31_UKX,EU/EEA,105,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,FI,Finland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,FR,France,34,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,IE,Ireland,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,IT,Italy,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,LU,Luxembourg,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,NL,Netherlands,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,NO,Norway,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,PT,Portugal,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,SE,Sweden,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,SI,Slovenia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,UKG13182,England,25,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,UKM,Scotland,19,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W49,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,AT,Austria,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,BE,Belgium,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,CZ,Czech Republic,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,DE,Germany,10,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,ES,Spain,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,EU31_UKX,EU/EEA,99,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,FR,France,36,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,IE,Ireland,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,IT,Italy,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,NL,Netherlands,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,PT,Portugal,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,SE,Sweden,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,UKG13182,England,15,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,UKM,Scotland,11,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W50,UKN,Northern Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,AT,Austria,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,BE,Belgium,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,CZ,Czech Republic,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,DE,Germany,16,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,ES,Spain,12,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,EU31_UKX,EU/EEA,179,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,FI,Finland,8,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,FR,France,50,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,IE,Ireland,13,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,IT,Italy,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,LT,Lithuania,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,LU,Luxembourg,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,LV,Latvia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,NL,Netherlands,6,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,NO,Norway,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,PT,Portugal,8,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,RO,Romania,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,SE,Sweden,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,SI,Slovenia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,UKG13182,England,34,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,UKL,Wales,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,UKM,Scotland,13,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W51,UKN,Northern Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,AT,Austria,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,BE,Belgium,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,DE,Germany,11,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,DK,Denmark,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,EE,Estonia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,ES,Spain,10,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,EU31_UKX,EU/EEA,131,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,FI,Finland,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,FR,France,22,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,IE,Ireland,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,IT,Italy,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,LU,Luxembourg,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,NL,Netherlands,10,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,NO,Norway,7,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,PT,Portugal,10,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,SE,Sweden,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,SI,Slovenia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,UKG13182,England,18,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,UKM,Scotland,17,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W52,UKN,Northern Ireland,6,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,AT,Austria,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,BE,Belgium,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,DE,Germany,5,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,DK,Denmark,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,EE,Estonia,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,ES,Spain,7,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,EU31_UKX,EU/EEA,101,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,FI,Finland,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,FR,France,12,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,IE,Ireland,7,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2015-W53,IT,Italy,0,
