Influenza Virological Surveillance -> Guest user -> Number of influenza viruses detected -> A(H1N1)pdm09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Periodicity: Week, Applied Time Period: from 1/2008 to 53/2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2008 week: 1,2008 week: 2,2008 week: 3,2008 week: 4,2008 week: 5,2008 week: 6,2008 week: 7,2008 week: 8,2008 week: 9,2008 week: 10,2008 week: 11,2008 week: 12,2008 week: 13,2008 week: 14,2008 week: 15,2008 week: 16,2008 week: 17,2008 week: 18,2008 week: 19,2008 week: 20,2008 week: 21,2008 week: 22,2008 week: 23,2008 week: 24,2008 week: 25,2008 week: 26,2008 week: 27,2008 week: 28,2008 week: 29,2008 week: 30,2008 week: 31,2008 week: 32,2008 week: 33,2008 week: 34,2008 week: 35,2008 week: 36,2008 week: 37,2008 week: 38,2008 week: 39,2008 week: 40,2008 week: 41,2008 week: 42,2008 week: 43,2008 week: 44,2008 week: 45,2008 week: 46,2008 week: 47,2008 week: 48,2008 week: 49,2008 week: 50,2008 week: 51,2008 week: 52,2009 week: 1,2009 week: 2,2009 week: 3,2009 week: 4,2009 week: 5,2009 week: 6,2009 week: 7,2009 week: 8,2009 week: 9,2009 week: 10,2009 week: 11,2009 week: 12,2009 week: 13,2009 week: 14,2009 week: 15,2009 week: 16,2009 week: 17,2009 week: 18,2009 week: 19,2009 week: 20,2009 week: 21,2009 week: 22,2009 week: 23,2009 week: 24,2009 week: 25,2009 week: 26,2009 week: 27,2009 week: 28,2009 week: 29,2009 week: 30,2009 week: 31,2009 week: 32,2009 week: 33,2009 week: 34,2009 week: 35,2009 week: 36,2009 week: 37,2009 week: 38,2009 week: 39,2009 week: 40,2009 week: 41,2009 week: 42,2009 week: 43,2009 week: 44,2009 week: 45,2009 week: 46,2009 week: 47,2009 week: 48,2009 week: 49,2009 week: 50,2009 week: 51,2009 week: 52,2009 week: 53,2010 week: 1,2010 week: 2,2010 week: 3,2010 week: 4,2010 week: 5,2010 week: 6,2010 week: 7,2010 week: 8,2010 week: 9,2010 week: 10,2010 week: 11,2010 week: 12,2010 week: 13,2010 week: 14,2010 week: 15,2010 week: 16,2010 week: 17,2010 week: 18,2010 week: 19,2010 week: 20,2010 week: 21,2010 week: 22,2010 week: 23,2010 week: 24,2010 week: 25,2010 week: 26,2010 week: 27,2010 week: 28,2010 week: 29,2010 week: 30,2010 week: 31,2010 week: 32,2010 week: 33,2010 week: 34,2010 week: 35,2010 week: 36,2010 week: 37,2010 week: 38,2010 week: 39,2010 week: 40,2010 week: 41,2010 week: 42,2010 week: 43,2010 week: 44,2010 week: 45,2010 week: 46,2010 week: 47,2010 week: 48,2010 week: 49,2010 week: 50,2010 week: 51,2010 week: 52,2011 week: 1,2011 week: 2,2011 week: 3,2011 week: 4,2011 week: 5,2011 week: 6,2011 week: 7,2011 week: 8,2011 week: 9,2011 week: 10,2011 week: 11,2011 week: 12,2011 week: 13,2011 week: 14,2011 week: 15,2011 week: 16,2011 week: 17,2011 week: 18,2011 week: 19,2011 week: 20,2011 week: 21,2011 week: 22,2011 week: 23,2011 week: 24,2011 week: 25,2011 week: 26,2011 week: 27,2011 week: 28,2011 week: 29,2011 week: 30,2011 week: 31,2011 week: 32,2011 week: 33,2011 week: 34,2011 week: 35,2011 week: 36,2011 week: 37,2011 week: 38,2011 week: 39,2011 week: 40,2011 week: 41,2011 week: 42,2011 week: 43,2011 week: 44,2011 week: 45,2011 week: 46,2011 week: 47,2011 week: 48,2011 week: 49,2011 week: 50,2011 week: 51,2011 week: 52,2012 week: 1,2012 week: 2,2012 week: 3,2012 week: 4,2012 week: 5,2012 week: 6,2012 week: 7,2012 week: 8,2012 week: 9,2012 week: 10,2012 week: 11,2012 week: 12,2012 week: 13,2012 week: 14,2012 week: 15,2012 week: 16,2012 week: 17,2012 week: 18,2012 week: 19,2012 week: 20,2012 week: 21,2012 week: 22,2012 week: 23,2012 week: 24,2012 week: 25,2012 week: 26,2012 week: 27,2012 week: 28,2012 week: 29,2012 week: 30,2012 week: 31,2012 week: 32,2012 week: 33,2012 week: 34,2012 week: 35,2012 week: 36,2012 week: 37,2012 week: 38,2012 week: 39,2012 week: 40,2012 week: 41,2012 week: 42,2012 week: 43,2012 week: 44,2012 week: 45,2012 week: 46,2012 week: 47,2012 week: 48,2012 week: 49,2012 week: 50,2012 week: 51,2012 week: 52
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,2,2,1,3,2,3,6, , ,21,120,193,108,83,54,56,62,81,72,75,85,70,108,180,520,889,"1,403","1,142",470,410,245,92,43,12,10,7,3,1,0,0,1,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,3,7,16,27,22,103,106,125,133,120,93,76,59,61,30,14,14,9,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,5,3,2,4,5,4,4,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,13,10,8,14,26,69,97,121
Oman, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,28,16,16,28,19,29,21,10,2,2,3,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,10,1,6,7,11,11,4,7,3,5,7,15,2,4,12,1,9,16,5,10,25, ,15,13,23,16,10,5,4,4,4,5,3,8,4,1,4,0,2,1,1,0,0,0,0,3,0,1,1,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,3,1,0,6,4,3,4,1,4,3,0,1,0,3,2,0,0,0,2,6,2,2,1,1,3,0,2,0,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,1,3,3,4,5,0,1
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,4,5,10,11,15,23,52,36,11,65,13,13,5,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,7,29,98,47,67,44,54,40,6,7,8,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,22,1,7,11,4,4,1,12,5,2,9,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,1,1,4,3,3,1,3,9,2,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,4,4,1,0,4,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,21,30,107,149,122,75,46,32,26,12,9,15,12,3,1,0,1,3,0,0,0,1,4,6,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,2,5,9,3,3,4,4,13,10,9,3,10,13,11,10,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6,7,11,16,27,40,49,50,65,32,25,26,14,10,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,37,39,24,16,15,20,9,7,7,4,7,4,5,3,3,0,4,6,10,12,6,29,47,55,43,42,26,23,14,13,4,8,8,5,2,8,6,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,1,9,0,4,4,3,1,2,2,2,6,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,1,2,2,1,1,2,1,1,3,1,0,1,1,0,0,0,1,2,0,2,0,3,1,0,3,1,3,0,1,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,40,306,642,"1,198","1,378",789,662,629,295,317,120,85,42,9,12,5,2,2,0,0,3, ,2,1,4,1,1,0,0,0, , ,2,4,1,2,10,8,15,6,0,8,2,4,6,5,2,3,1,0,3,11,5,7,4,12,17,30,32,53,31,54,34,32,23,36,15,2,7,2,2,0,0,0,0,0,1,0,0,0,0,0,0, ,2,1,2,3,6,16,24,17,14,17,19,14,10,10,10,2,5,6,3,1,1,4,5,2,2,15,16,20,27,8,27,27,44,27,2,12,3,3,0,6,2,6,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, , 
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,6,2,10,8,3,35,27,34,16,4,3,3,5,0,1,0,3,0,4,4,46,46,226,306,201,174,191,78,52,59,22,7,5,7,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,140,203,173,218,158,78,57,42,28,23,21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,20
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,489,370,259,135,119,83, ,47, , , , ,13,10, ,80,64,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,12,4,17,13,14,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,12,4,7,4,0,6,4,3,3,0,2,3, ,0,2,1,2,3,1,0,4,2,0, ,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,3,4,1,2,7,4,6,18,24,36,36,32,26,16,10,5,2,2,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,3,0,1,0,2,3,3,6,7,4,2,3
Republic of Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , ,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,88,92,256,262,258,144,8,4,9,7,10,16,19,36,37,56,183,488,566,353,363,365,482,362,257,173,180, ,158,121,80,89,67,65,30,31,17,17,22,8,9,8,20,19,8,11,8,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,10,39,66,129,274,397,311,182,124,59,33,4,6,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,13
Republic of Moldova , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,1,0,0,1, ,355,560,500,420, ,180, , ,40, , , ,10,16,8,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,21,23,51,53,84,72,19,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,18, ,13,54,71,35,37,27,19,10,4,7,6,4,8,24,6,117,287,452,434,918,511,666,504,224,218,386,371,192,55,27,15,9,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,19,42,36,77,59,43,53,32,29,16,10,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,25,20,23,18,42,60,16,21,28,76,119,292,465,995,"2,157","2,128","2,375","2,403","2,157","2,191","1,663",912,393,151,207,185,94,101,81,49,41,18,21,19,27,17,11,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,6,6,0,10,44,26,8,125,447,899,"1,369","1,897","1,856","1,263","1,400",622,687,368,189,87,45,45,17,4,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,10,1,0,0,2,0,0,0,0,1,0,4,2,2,5,5,6,4,13,9,16,2,6,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,3,2,0,2,4,2,5
Rwanda, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,4,2,1,3,3,9,13,44,23,26,20,9,4,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,2,4,10,5,0,1,1,2,0,0, ,1,16,5,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,16,102,81,97,20,9,10,24,0,14,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,9,8,10,3,0,0,1,0,0,0,0,0,20,10,5,1,2,4,11,14,10,3,3,1,2,11,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,8,9,4,6,14,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,22,31,4,1,0,0,0,2,2,0,0,0
Serbia,0,0,0,0,0,0, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, , , , , , , , , ,0,0,0,0,0,0,0,0,0,10,10,11,28,60,7,4,3,4,1,2,0,1,0,0,1,1,0,0,27,90,37,43,30,40,65,46,71,58,34,19,6,5,1,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,27,34,48,86,35,29,11,9,2,4,3,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,4,3,0,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,3,49,132,233,403,547,602,639,650,409,371,289,243,188,0,0,0,2,0,0,0,0,0,0, , , , , , ,87,165,81,80,57,43,9,11,12,12,12,25,28,59,59,94,100,197,149,91,99,70,69,31,20,21,21,19,8,14,6,8,11,7,13,3,7,7,9,11,15,4,4,6,7,3,4,10,7,9,8,21,43,54,65,66,32,52,33,23,19,13,9,13,5,8,3,1,0,1,2,1,5,3,5,1,2,2,2,3,6,1,2,1,0,3,1,0,1,2,0,1,2,0,0,0,1,1,2,0,3,3, , ,4,3,3,2,6,5,11,3,2,3,5,3,1,1,0,1,4,0,7,5,7,6,6,5,6,5,3,6,0,8,5,4,3,2,3,0,0,0,1,3,3,5,5,3,4,8,2,5,8,12,9,11
Slovakia, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,2,3,0,1,7,7,10,9,11,0,10,6,8,8,7,1,2,2,4,0,0,8,23,56,98,80,124,81,67,43,22,20,7,6,3,3,0,1,0,0,0,6,0,1,5,4,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0,0,0,0,1,0,3,1,0,0,0,2,10,31,32,61,49,58,6,11,2,1,6,6,3,3,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,8,46,39,30,41,21,9,7,18,9,6,6,7,1,3,12,19,52,168,184,165,131,81,27,21,7,6,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,26,40,47,40,66,23,15,9,8,8,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19,69,49,69,136,187,134,185,147,80,63,37,8,6,1,3,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,6,9,18,21,28,38,21,30,23,12,17,10,3,10,1,1,3,2,7,0,2,0,3,1,5,3,2,1,2,0,0,2,0,0,1,1,2,1,4,2,8,12,24,42,66,150,205,145,108,78,46,28,19,7,12,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
